,",Timestamp [ms],CPU cores,CPU capacity provisioned [MHZ],CPU usage [MHZ],CPU usage [%],Memory capacity provisioned [KB],Memory usage [KB],Disk read throughput [KB/s],Disk write throughput [KB/s],Network received throughput [KB/s],Network transmitted throughput [KB/s]"
5202,"5202,1377877399,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,0.6,0.0,1.0"
5203,"5203,1377877699,4,11703.99824,58.51999120000001,0.5,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
5204,"5204,1377877999,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
5205,"5205,1377878299,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
5206,"5206,1377878599,4,11703.99824,60.47065757333333,0.5166666666666666,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
5207,"5207,1377878899,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,0.6,0.0,1.0"
5208,"5208,1377879199,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
5209,"5209,1377879499,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,0.6,0.0,1.0"
5210,"5210,1377879799,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,1.0666666666666669,0.0,1.0666666666666669"
5211,"5211,1377880100,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,0.6,0.0,1.0"
5212,"5212,1377880400,4,11703.99824,60.47065757333333,0.5166666666666666,67108864.0,0.0,0.0,0.7333333333333333,0.0,1.0"
5213,"5213,1377880700,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
5214,"5214,1377881000,4,11703.99824,81.92798768,0.7,67108864.0,0.0,0.0,0.5333333333333333,0.0,0.9333333333333332"
5215,"5215,1377881300,4,11703.99824,64.37199032000001,0.55,67108864.0,357913.6,0.0,0.5333333333333333,0.0,1.0"
5216,"5216,1377881600,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,0.6,0.0,1.0"
5217,"5217,1377881900,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.4666666666666667,0.0,1.0"
5218,"5218,1377882200,4,11703.99824,64.37199032000001,0.55,67108864.0,134217.6,0.0,0.3333333333333333,0.0,1.0"
5219,"5219,1377882500,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,0.4666666666666667,0.0,1.0"
5220,"5220,1377882800,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,134217.6,8.466666666666667,3.0,0.0,1.0666666666666669"
5221,"5221,1377883100,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,0.7333333333333333,0.0,1.0"
5222,"5222,1377883399,4,11703.99824,3684.8087792266674,31.48333333333333,67108864.0,1610611.2,5.066666666666666,3.333333333333333,278.7333333333333,19.133333333333333"
5223,"5223,1377883699,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,2550135.2,0.0,0.4666666666666667,0.0,1.0"
5224,"5224,1377883999,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,134217.6,0.0,0.3333333333333333,0.0,1.0"
5225,"5225,1377884299,4,11703.99824,83.87865405333334,0.7166666666666667,67108864.0,0.0,0.0,0.3333333333333333,0.0,1.0"
5226,"5226,1377884599,4,11703.99824,85.82932042666667,0.7333333333333333,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
5227,"5227,1377884899,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
5228,"5228,1377885199,4,11703.99824,62.42132394666667,0.5333333333333333,67108864.0,0.0,0.0,0.3333333333333333,0.0,1.0"
5229,"5229,1377885499,4,11703.99824,62.42132394666667,0.5333333333333333,67108864.0,0.0,0.0,0.3333333333333333,0.0,1.0"
5230,"5230,1377885799,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,1.2,0.0,1.0666666666666669"
5231,"5231,1377886100,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,0.4,0.0,1.0"
5232,"5232,1377886400,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,0.3333333333333333,0.0,1.0"
5233,"5233,1377886700,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,0.4,0.0,1.0"
5234,"5234,1377887000,4,11703.99824,60.47065757333333,0.5166666666666666,67108864.0,0.0,0.0,0.6,0.0,1.0"
5235,"5235,1377887300,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,0.3333333333333333,0.0,1.0"
5236,"5236,1377887600,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,0.3333333333333333,0.0,1.0"
5237,"5237,1377887900,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.3333333333333333,0.0,1.0"
5238,"5238,1377888200,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
5239,"5239,1377888500,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.3333333333333333,0.0,1.0"
5240,"5240,1377888800,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,0.4666666666666667,0.0,1.0"
5241,"5241,1377889100,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,0.3333333333333333,0.0,1.0"
5242,"5242,1377889400,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,0.8666666666666667,0.0,1.0666666666666669"
5243,"5243,1377889700,4,11703.99824,62.42132394666667,0.5333333333333333,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
5244,"5244,1377890000,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,14.066666666666666,0.0,1.0"
5245,"5245,1377890300,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,0.3333333333333333,0.0,1.0"
5246,"5246,1377890600,4,11703.99824,62.42132394666667,0.5333333333333333,67108864.0,0.0,0.0,0.6,0.0,1.0"
5247,"5247,1377890900,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,0.4,0.0,1.0"
5248,"5248,1377891200,4,11703.99824,122.89198152,1.05,67108864.0,0.0,131.33333333333334,14.066666666666666,0.0,1.0"
5249,"5249,1377891500,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.9333333333333332,0.0,1.0"
5250,"5250,1377891800,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,32.666666666666664,3.2666666666666666,0.0,0.9333333333333332"
5251,"5251,1377892100,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0"
5252,"5252,1377892400,4,11703.99824,60.47065757333333,0.5166666666666666,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
5253,"5253,1377892700,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,0.6,0.0,1.0"
5254,"5254,1377893000,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,1.2,0.0,1.0666666666666669"
5255,"5255,1377893300,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
5256,"5256,1377893600,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,0.6,0.0,1.0"
5257,"5257,1377893900,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,0.6,0.0,1.0"
5258,"5258,1377894200,4,11703.99824,62.42132394666667,0.5333333333333333,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
5259,"5259,1377894500,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
5260,"5260,1377894800,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,0.6,0.0,1.0"
5261,"5261,1377895100,4,11703.99824,62.42132394666667,0.5333333333333333,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
5262,"5262,1377895400,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
5263,"5263,1377895700,4,11703.99824,83.87865405333334,0.7166666666666667,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
5264,"5264,1377896000,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
5265,"5265,1377896300,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,0.8666666666666667,0.0,1.0666666666666669"
5266,"5266,1377896600,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
5267,"5267,1377896901,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,0.6,0.0,1.0"
5268,"5268,1377897201,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
5269,"5269,1377897501,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
5270,"5270,1377897801,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,0.6,0.0,1.0"
5271,"5271,1377898101,4,11703.99824,60.47065757333333,0.5166666666666666,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
5272,"5272,1377898401,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,0.7333333333333333,0.0,1.0"
5273,"5273,1377898701,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
5274,"5274,1377899001,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,0.6,0.0,1.0"
5275,"5275,1377899301,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
5276,"5276,1377899601,4,11703.99824,62.42132394666667,0.5333333333333333,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
5277,"5277,1377899901,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,0.8,0.0,1.0"
5278,"5278,1377900201,4,11703.99824,87.7799868,0.75,67108864.0,0.0,0.0666666666666666,2.6666666666666665,0.0666666666666666,1.0666666666666669"
5279,"5279,1377900501,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,1.2,0.0,1.0"
5280,"5280,1377900801,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,492131.2,0.0,0.5333333333333333,0.0,0.9333333333333332"
5281,"5281,1377901101,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
5282,"5282,1377901401,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0666666666666666,0.7333333333333333,0.0,1.0"
5283,"5283,1377901701,4,11703.99824,62.42132394666667,0.5333333333333333,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
5284,"5284,1377902001,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,0.9333333333333332,0.0,1.0"
5285,"5285,1377902301,4,11703.99824,83.87865405333334,0.7166666666666667,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
5286,"5286,1377902601,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
5287,"5287,1377902901,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,1.0,0.2,1.0666666666666669"
5288,"5288,1377903201,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,0.6,0.0,1.0"
5289,"5289,1377903502,4,11703.99824,58.51999120000001,0.5,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
5290,"5290,1377903802,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
5291,"5291,1377904102,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.8666666666666667,0.0,1.0"
5292,"5292,1377904402,4,11703.99824,58.51999120000001,0.5,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
5293,"5293,1377904702,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
5294,"5294,1377905002,4,11703.99824,85.82932042666667,0.7333333333333333,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
5295,"5295,1377905302,4,11703.99824,62.42132394666667,0.5333333333333333,67108864.0,0.0,0.0,0.6,0.0,1.0"
5296,"5296,1377905602,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
5297,"5297,1377905902,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,0.6,0.0,1.0"
5298,"5298,1377906202,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,0.6,0.0,1.0"
5299,"5299,1377906502,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
5300,"5300,1377906802,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
5301,"5301,1377907102,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,1.0666666666666669,0.0,1.0666666666666669"
5302,"5302,1377907402,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
5303,"5303,1377907702,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.6,0.0,1.0"
5304,"5304,1377908002,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.5333333333333333,0.0,0.9333333333333332"
5305,"5305,1377908302,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
5306,"5306,1377908602,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
5307,"5307,1377908902,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,0.8,0.0,1.0666666666666669"
5308,"5308,1377909202,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,1.0666666666666669,0.0,1.0"
5309,"5309,1377909502,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,0.6,0.0,1.0"
5310,"5310,1377909802,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,0.5333333333333333,0.0,0.9333333333333332"
5311,"5311,1377910102,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,0.6,0.0,1.0"
5312,"5312,1377910402,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
5313,"5313,1377910702,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
5314,"5314,1377911002,4,11703.99824,60.47065757333333,0.5166666666666666,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
5315,"5315,1377911302,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
5316,"5316,1377911602,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
5317,"5317,1377911902,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
5318,"5318,1377912202,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
5319,"5319,1377912502,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,0.6,0.0,1.0"
5320,"5320,1377912802,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,89478.4,0.0,0.5333333333333333,0.0,1.0"
5321,"5321,1377913102,4,11703.99824,76.07598856,0.65,67108864.0,447392.0,0.0,0.6,0.0,1.0"
5322,"5322,1377913402,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,0.5333333333333333,0.1333333333333333,1.0"
5323,"5323,1377913702,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,0.6,0.0,1.0"
5324,"5324,1377914003,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
5325,"5325,1377914303,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,1.0,0.0,1.0666666666666669"
5326,"5326,1377914603,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,1.1333333333333333,0.0,1.0666666666666669"
5327,"5327,1377914903,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
5328,"5328,1377915203,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,0.6,0.0,1.0"
5329,"5329,1377915503,4,11703.99824,58.51999120000001,0.5,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
5330,"5330,1377915803,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0"
5331,"5331,1377916102,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,44739.2,0.0,0.5333333333333333,0.0,1.0"
5332,"5332,1377916402,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,313174.4,0.0,0.6,0.0,1.0"
5333,"5333,1377916702,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
5334,"5334,1377917002,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
5335,"5335,1377917302,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
5336,"5336,1377917602,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
5337,"5337,1377917902,4,11703.99824,156.0533098666667,1.3333333333333337,67108864.0,1252697.6,131.33333333333334,21.33333333333333,0.0,1.4"
5338,"5338,1377918202,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,134217.6,0.0,3.6666666666666665,0.0,1.0"
5339,"5339,1377918502,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,32.666666666666664,4.2,0.0,1.0"
5340,"5340,1377918802,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,268435.2,0.0,0.5333333333333333,0.0,1.0"
5341,"5341,1377919102,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,0.3333333333333333,0.0,1.0"
5342,"5342,1377919402,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.6,0.0,1.0"
5343,"5343,1377919702,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,0.3333333333333333,0.0,1.0"
5344,"5344,1377920002,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,0.3333333333333333,0.0,1.0"
5345,"5345,1377920302,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,0.7333333333333333,0.0,1.0666666666666669"
5346,"5346,1377920602,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
5347,"5347,1377920903,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,0.4,0.0,0.9333333333333332"
5348,"5348,1377921203,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,0.8666666666666667,0.0,1.0666666666666669"
5349,"5349,1377921503,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,0.4,0.0,1.0"
5350,"5350,1377921803,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,178956.8,0.0,0.6666666666666666,0.0,1.0"
5351,"5351,1377922103,4,11703.99824,64.37199032000001,0.55,67108864.0,178956.8,0.0,0.3333333333333333,0.0,1.0"
5352,"5352,1377922403,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,0.3333333333333333,0.0,1.0"
5353,"5353,1377922703,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,0.6,0.0,0.9333333333333332"
5354,"5354,1377923003,4,11703.99824,60.47065757333333,0.5166666666666666,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
5355,"5355,1377923303,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,0.3333333333333333,0.0,1.0"
5356,"5356,1377923603,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,0.3333333333333333,0.0,1.0"
5357,"5357,1377923903,4,11703.99824,62.42132394666667,0.5333333333333333,67108864.0,0.0,0.0,0.3333333333333333,0.0,1.0"
5358,"5358,1377924203,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
5359,"5359,1377924503,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,0.4,0.0,1.0"
5360,"5360,1377924803,4,11703.99824,58.51999120000001,0.5,67108864.0,0.0,0.0,0.3333333333333333,0.0,1.0"
5361,"5361,1377925103,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,0.3333333333333333,0.0,1.0"
5362,"5362,1377925403,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,0.7333333333333333,0.0,1.0"
5363,"5363,1377925703,4,11703.99824,60.47065757333333,0.5166666666666666,67108864.0,0.0,0.0,0.7333333333333333,0.0,1.0666666666666669"
5364,"5364,1377926003,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,0.3333333333333333,0.0,1.0"
5365,"5365,1377926303,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.3333333333333333,0.0,0.9333333333333332"
5366,"5366,1377926603,4,11703.99824,58.51999120000001,0.5,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
5367,"5367,1377926903,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,0.3333333333333333,0.0,1.0"
5368,"5368,1377927203,4,11703.99824,81.92798768,0.7,67108864.0,0.0,0.0,0.3333333333333333,0.0,1.0"
5369,"5369,1377927503,4,11703.99824,58.51999120000001,0.5,67108864.0,0.0,0.0,0.4,0.0,1.0"
5370,"5370,1377927803,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,134217.6,0.0,0.6,0.0,1.0"
5371,"5371,1377928103,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,1.0,0.0,1.0666666666666669"
5372,"5372,1377928403,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,0.3333333333333333,0.0,1.0"
5373,"5373,1377928703,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,0.4666666666666667,0.0,1.0"
5374,"5374,1377929003,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,0.9333333333333332,0.0,1.0"
5375,"5375,1377929303,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,0.3333333333333333,0.0,1.0"
5376,"5376,1377929604,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,0.3333333333333333,0.0,1.0"
5377,"5377,1377929904,4,11703.99824,81.92798768,0.7,67108864.0,89478.4,0.0,0.5333333333333333,0.0,1.0"
5378,"5378,1377930204,4,11703.99824,85.82932042666667,0.7333333333333333,67108864.0,178956.8,0.0,0.8,0.0,1.0"
5379,"5379,1377930504,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,402652.8,0.0,0.4666666666666667,0.0,1.0"
5380,"5380,1377930804,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,268435.2,0.0,0.4,0.0,1.0"
5381,"5381,1377931104,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,44739.2,0.0,0.8666666666666667,0.0,1.0666666666666669"
5382,"5382,1377931404,4,11703.99824,64.37199032000001,0.55,67108864.0,313174.4,0.0,0.4,0.0,1.0"
5383,"5383,1377931704,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,0.3333333333333333,0.0,1.0"
5384,"5384,1377932004,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,0.3333333333333333,0.0,1.0"
5385,"5385,1377932304,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,0.4666666666666667,0.0,1.0"
5386,"5386,1377932604,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.4666666666666667,0.0,1.0"
5387,"5387,1377932904,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,447392.0,0.0,0.6,0.0,1.0"
5388,"5388,1377933204,4,11703.99824,64.37199032000001,0.55,67108864.0,89478.4,0.0,0.3333333333333333,0.0,1.0"
